Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
34213443,09/01/2016 12:31:49 AM,09/01/2016 04:18:49 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,115 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:31:49 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 04:18:50 AM,08 BROOKLYN,BROOKLYN,993855,184290,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.672505016468776,-73.96537430777059,"(40.672505016468776, -73.96537430777059)"
34211256,09/01/2016 12:31:52 AM,09/01/2016 12:32:37 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
34215673,09/01/2016 12:33:42 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,10001,1167 BROADWAY,BROADWAY,WEST 27 STREET,WEST 28 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,09/17/2016 01:03:17 PM,"The Department of Consumer Affairs has already mailed you a complaint form. In order for DCA to be able to help, you must complete that form and return it to DCA along with requested documentation. DCA will contact you approximately 30 days after receiving your complete complaint which we must forward to the reported business for its response.     If you do not receive the complaint form within 15 days from the date of your initial request, please call 311 back.",09/02/2016 01:04:17 PM,05 MANHATTAN,MANHATTAN,987344,210624,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74479027643488,-73.98883413571019,"(40.74479027643488, -73.98883413571019)"
34215616,09/01/2016 12:33:48 AM,09/01/2016 03:49:36 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,86-82 76 STREET,76 STREET,JAMAICA AVENUE,88 AVENUE,,,ADDRESS,WOODHAVEN,,Precinct,Closed,09/01/2016 08:33:48 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/01/2016 03:49:36 AM,09 QUEENS,QUEENS,1021534,191135,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69121966184664,-73.86555469725296,"(40.69121966184664, -73.86555469725296)"
34218919,09/01/2016 12:33:49 AM,09/01/2016 04:06:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,UNION STREET,UNION STREET,CLASSON AVENUE,FRANKLIN AVENUE,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,09/01/2016 08:33:49 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2016 04:06:07 AM,09 BROOKLYN,BROOKLYN,995203,183465,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67023901128435,-73.96051615564376,"(40.67023901128435, -73.96051615564376)"
34225320,09/01/2016 12:34:00 AM,09/01/2016 12:40:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11207,FULTON STREET,FULTON STREET,VAN SICLEN AVENUE,HENDRIX STREET,,,BLOCKFACE,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,09/01/2016 12:40:00 AM,05 BROOKLYN,BROOKLYN,1014421,186344,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67809657777363,-73.89122544581065,"(40.67809657777363, -73.89122544581065)"
34214171,09/01/2016 12:35:19 AM,09/01/2016 01:31:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,35-20 24 STREET,24 STREET,35 AVENUE,36 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,09/01/2016 08:35:19 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/01/2016 01:31:03 AM,01 QUEENS,QUEENS,1002759,216129,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.759881274582206,-73.93318816228367,"(40.759881274582206, -73.93318816228367)"
34216015,09/01/2016 12:36:12 AM,09/01/2016 01:36:18 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,11372,37-13 85 STREET,85 STREET,37 AVENUE,FORLEY STREET,,,ADDRESS,JACKSON HEIGHTS,,Precinct,Closed,09/01/2016 08:36:12 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 01:36:18 AM,03 QUEENS,QUEENS,1017106,212378,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74954406701735,-73.88141825228973,"(40.74954406701735, -73.88141825228973)"
34217349,09/01/2016 12:36:25 AM,09/01/2016 02:36:28 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,409 WEST 129 STREET,WEST 129 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/01/2016 08:36:25 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 02:36:28 AM,09 MANHATTAN,MANHATTAN,997557,235781,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81383010929395,-73.95192685875286,"(40.81383010929395, -73.95192685875286)"
34216084,09/01/2016 12:36:28 AM,09/01/2016 01:01:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,200 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:36:28 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 01:01:12 AM,55 BROOKLYN,BROOKLYN,994502,184046,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67183456561807,-73.96304226656703,"(40.67183456561807, -73.96304226656703)"
34225674,09/01/2016 12:37:11 AM,09/01/2016 12:37:11 AM,DOB,Department of Buildings,Elevator,Elevator - Defective/Not Working,,10011,40 FIFTH AVENUE,FIFTH AVENUE,,,,,ADDRESS,NEW YORK,,N/A,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,09/01/2016 12:00:00 AM,02 MANHATTAN,MANHATTAN,985536,206665,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.733924251736944,-73.99535974148363,"(40.733924251736944, -73.99535974148363)"
34213074,09/01/2016 12:37:24 AM,09/01/2016 06:08:30 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,125-60 SUTPHIN BOULEVARD,SUTPHIN BOULEVARD,125 AVENUE,ROCKAWAY BOULEVARD,,,ADDRESS,JAMAICA,,Precinct,Closed,09/01/2016 08:37:24 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 06:08:30 AM,12 QUEENS,QUEENS,1042871,184825,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.673784591981686,-73.78866907200431,"(40.673784591981686, -73.78866907200431)"
34213142,09/01/2016 12:37:26 AM,09/01/2016 02:34:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,409 WEST 129 STREET,WEST 129 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/01/2016 08:37:26 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 02:34:10 AM,09 MANHATTAN,MANHATTAN,997557,235781,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81383010929395,-73.95192685875286,"(40.81383010929395, -73.95192685875286)"
34213059,09/01/2016 12:37:37 AM,09/01/2016 07:47:30 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11370,19-87 77 STREET,77 STREET,19 ROAD,21 AVENUE,,,ADDRESS,EAST ELMHURST,,Precinct,Closed,09/01/2016 08:37:37 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 07:47:30 AM,01 QUEENS,QUEENS,1013843,220707,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77241653883299,-73.89315818370672,"(40.77241653883299, -73.89315818370672)"
34226286,09/01/2016 12:39:00 AM,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10021,308 EAST   72 STREET,EAST   72 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Open,,,,08 MANHATTAN,MANHATTAN,995918,219297,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76858829093216,-73.95787657918987,"(40.76858829093216, -73.95787657918987)"
34213103,09/01/2016 12:39:27 AM,09/01/2016 03:13:08 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10471,6211 BROADWAY,BROADWAY,WEST 251 STREET,WEST 252 STREET,,,ADDRESS,BRONX,,Precinct,Closed,09/01/2016 08:39:27 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/01/2016 03:13:09 AM,08 BRONX,BRONX,1012781,265876,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.896395792492356,-73.89680027435357,"(40.896395792492356, -73.89680027435357)"
34210952,09/01/2016 12:39:36 AM,09/01/2016 05:35:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11428,,,,,218 PLACE,92 AVENUE,INTERSECTION,QUEENS VILLAGE,,Precinct,Closed,09/01/2016 08:39:36 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2016 05:35:19 AM,13 QUEENS,QUEENS,1056152,203046,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.723698860008355,-73.74059629620191,"(40.723698860008355, -73.74059629620191)"
34215036,09/01/2016 12:39:57 AM,09/01/2016 03:48:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,262A KINGSLAND AVENUE,KINGSLAND AVENUE,DRIGGS AVENUE,NASSAU AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/01/2016 08:39:57 AM,The Police Department responded to the complaint and took action to fix the condition.,09/01/2016 03:48:21 AM,01 BROOKLYN,BROOKLYN,1000438,203567,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72540628058875,-73.9415964935895,"(40.72540628058875, -73.9415964935895)"
